SiteID, 12956
Longitude, -124.375
Latitude, 40.53125
Year,Month,Day,Hour,Minute,SCORE-lite Power Output 100m
2006,1,1,0,0,2.819
2006,1,1,0,10,2.7119999999999997
2006,1,1,0,20,0.0
2006,1,1,0,30,2.242
2006,1,1,0,40,2.31
2006,1,1,0,50,3.426
2006,1,1,1,0,0.0
2006,1,1,1,10,2.634
2006,1,1,1,20,4.4910000000000005
2006,1,1,1,30,4.583
2006,1,1,1,40,4.61
2006,1,1,1,50,4.297
2006,1,1,2,0,2.804
2006,1,1,2,10,3.515
2006,1,1,2,20,1.8630000000000002
2006,1,1,2,30,4.706
2006,1,1,2,40,4.585
2006,1,1,2,50,5.65
2006,1,1,3,0,8.877
2006,1,1,3,10,5.921
2006,1,1,3,20,10.792
2006,1,1,3,30,10.319
2006,1,1,3,40,11.574000000000002
2006,1,1,3,50,8.461
2006,1,1,4,0,14.825999999999999
2006,1,1,4,10,15.265999999999998
2006,1,1,4,20,14.597000000000001
2006,1,1,4,30,20.276
2006,1,1,4,40,20.561
2006,1,1,4,50,20.903000000000002
2006,1,1,5,0,22.869
2006,1,1,5,10,22.185
2006,1,1,5,20,25.425
2006,1,1,5,30,26.648000000000003
2006,1,1,5,40,25.3
2006,1,1,5,50,27.608
2006,1,1,6,0,28.403000000000002
2006,1,1,6,10,28.288
2006,1,1,6,20,30.0
2006,1,1,6,30,29.968000000000004
2006,1,1,6,40,29.175
2006,1,1,6,50,29.651
2006,1,1,7,0,30.0
2006,1,1,7,10,28.013
2006,1,1,7,20,30.0
2006,1,1,7,30,30.0
2006,1,1,7,40,29.868000000000002
2006,1,1,7,50,30.0
2006,1,1,8,0,30.0
2006,1,1,8,10,30.0
2006,1,1,8,20,30.0
2006,1,1,8,30,30.0
2006,1,1,8,40,30.0
2006,1,1,8,50,30.0
2006,1,1,9,0,28.958000000000002
2006,1,1,9,10,30.0
2006,1,1,9,20,30.0
2006,1,1,9,30,30.0
2006,1,1,9,40,29.698
2006,1,1,9,50,30.0
2006,1,1,10,0,30.0
2006,1,1,10,10,30.0
2006,1,1,10,20,29.489
2006,1,1,10,30,30.0
2006,1,1,10,40,28.758000000000003
2006,1,1,10,50,30.0
2006,1,1,11,0,30.0
2006,1,1,11,10,30.0
2006,1,1,11,20,30.0
2006,1,1,11,30,29.193
2006,1,1,11,40,29.936999999999998
2006,1,1,11,50,29.276999999999997
2006,1,1,12,0,29.865
2006,1,1,12,10,22.529
2006,1,1,12,20,13.705
2006,1,1,12,30,30.0
2006,1,1,12,40,29.3
2006,1,1,12,50,30.0
2006,1,1,13,0,30.0
2006,1,1,13,10,28.726
2006,1,1,13,20,29.225
2006,1,1,13,30,29.725
2006,1,1,13,40,28.873
2006,1,1,13,50,30.0
2006,1,1,14,0,30.0
2006,1,1,14,10,30.0
2006,1,1,14,20,30.0
2006,1,1,14,30,30.0
2006,1,1,14,40,30.0
2006,1,1,14,50,28.13
2006,1,1,15,0,28.094
2006,1,1,15,10,30.0
2006,1,1,15,20,30.0
2006,1,1,15,30,29.621
2006,1,1,15,40,29.258000000000003
2006,1,1,15,50,28.842
2006,1,1,16,0,29.976999999999997
2006,1,1,16,10,28.671999999999997
2006,1,1,16,20,30.0
2006,1,1,16,30,28.553
2006,1,1,16,40,29.68
2006,1,1,16,50,29.819000000000003
2006,1,1,17,0,30.0
2006,1,1,17,10,30.0
2006,1,1,17,20,28.463
2006,1,1,17,30,30.0
2006,1,1,17,40,28.616
2006,1,1,17,50,30.0
2006,1,1,18,0,30.0
2006,1,1,18,10,30.0
2006,1,1,18,20,29.059
2006,1,1,18,30,28.025
2006,1,1,18,40,30.0
2006,1,1,18,50,28.698
2006,1,1,19,0,29.74
2006,1,1,19,10,29.616
2006,1,1,19,20,29.04
2006,1,1,19,30,26.6
2006,1,1,19,40,30.0
2006,1,1,19,50,30.0
2006,1,1,20,0,29.851999999999997
2006,1,1,20,10,30.0
2006,1,1,20,20,29.099
2006,1,1,20,30,29.009
2006,1,1,20,40,30.0
2006,1,1,20,50,30.0
2006,1,1,21,0,30.0
2006,1,1,21,10,30.0
2006,1,1,21,20,30.0
2006,1,1,21,30,30.0
2006,1,1,21,40,30.0
2006,1,1,21,50,30.0
2006,1,1,22,0,29.903000000000002
2006,1,1,22,10,30.0
2006,1,1,22,20,30.0
2006,1,1,22,30,28.958000000000002
2006,1,1,22,40,30.0
2006,1,1,22,50,29.211
2006,1,1,23,0,28.956999999999997
2006,1,1,23,10,28.25
2006,1,1,23,20,30.0
2006,1,1,23,30,29.581999999999997
2006,1,1,23,40,30.0
2006,1,1,23,50,29.226
