SiteID, 12800
Longitude, -124.375
Latitude, 40.34375
Year,Month,Day,Hour,Minute,SCORE-lite Power Output 100m
2006,1,1,0,0,2.191
2006,1,1,0,10,2.58
2006,1,1,0,20,1.733
2006,1,1,0,30,3.298
2006,1,1,0,40,2.142
2006,1,1,0,50,1.579
2006,1,1,1,0,2.7710000000000004
2006,1,1,1,10,0.731
2006,1,1,1,20,3.9739999999999998
2006,1,1,1,30,0.632
2006,1,1,1,40,2.7460000000000004
2006,1,1,1,50,2.781
2006,1,1,2,0,3.154
2006,1,1,2,10,2.385
2006,1,1,2,20,3.426
2006,1,1,2,30,5.077
2006,1,1,2,40,4.497
2006,1,1,2,50,6.147
2006,1,1,3,0,5.8229999999999995
2006,1,1,3,10,6.852
2006,1,1,3,20,10.137
2006,1,1,3,30,11.457
2006,1,1,3,40,14.212
2006,1,1,3,50,14.682
2006,1,1,4,0,16.097
2006,1,1,4,10,17.815
2006,1,1,4,20,20.439
2006,1,1,4,30,23.58
2006,1,1,4,40,24.846
2006,1,1,4,50,24.208000000000002
2006,1,1,5,0,26.329
2006,1,1,5,10,26.99
2006,1,1,5,20,30.0
2006,1,1,5,30,30.0
2006,1,1,5,40,30.0
2006,1,1,5,50,30.0
2006,1,1,6,0,28.29
2006,1,1,6,10,29.578000000000003
2006,1,1,6,20,30.0
2006,1,1,6,30,30.0
2006,1,1,6,40,30.0
2006,1,1,6,50,30.0
2006,1,1,7,0,29.011
2006,1,1,7,10,30.0
2006,1,1,7,20,30.0
2006,1,1,7,30,29.483
2006,1,1,7,40,30.0
2006,1,1,7,50,30.0
2006,1,1,8,0,30.0
2006,1,1,8,10,29.874000000000002
2006,1,1,8,20,29.798000000000002
2006,1,1,8,30,29.811999999999998
2006,1,1,8,40,28.43
2006,1,1,8,50,30.0
2006,1,1,9,0,30.0
2006,1,1,9,10,29.98
2006,1,1,9,20,29.168000000000003
2006,1,1,9,30,28.767
2006,1,1,9,40,29.381
2006,1,1,9,50,30.0
2006,1,1,10,0,29.414
2006,1,1,10,10,30.0
2006,1,1,10,20,30.0
2006,1,1,10,30,29.643
2006,1,1,10,40,30.0
2006,1,1,10,50,28.974
2006,1,1,11,0,29.735
2006,1,1,11,10,0.0
2006,1,1,11,20,5.218
2006,1,1,11,30,20.261
2006,1,1,11,40,6.096
2006,1,1,11,50,0.0
2006,1,1,12,0,0.0
2006,1,1,12,10,0.0
2006,1,1,12,20,8.331
2006,1,1,12,30,16.047
2006,1,1,12,40,30.0
2006,1,1,12,50,27.744
2006,1,1,13,0,29.177
2006,1,1,13,10,30.0
2006,1,1,13,20,28.405
2006,1,1,13,30,30.0
2006,1,1,13,40,30.0
2006,1,1,13,50,30.0
2006,1,1,14,0,29.978
2006,1,1,14,10,30.0
2006,1,1,14,20,28.103
2006,1,1,14,30,26.52
2006,1,1,14,40,29.991
2006,1,1,14,50,30.0
2006,1,1,15,0,30.0
2006,1,1,15,10,30.0
2006,1,1,15,20,30.0
2006,1,1,15,30,28.774
2006,1,1,15,40,28.96
2006,1,1,15,50,29.717
2006,1,1,16,0,29.791999999999998
2006,1,1,16,10,30.0
2006,1,1,16,20,28.694000000000003
2006,1,1,16,30,29.401
2006,1,1,16,40,30.0
2006,1,1,16,50,30.0
2006,1,1,17,0,30.0
2006,1,1,17,10,28.523000000000003
2006,1,1,17,20,30.0
2006,1,1,17,30,30.0
2006,1,1,17,40,30.0
2006,1,1,17,50,30.0
2006,1,1,18,0,29.166
2006,1,1,18,10,30.0
2006,1,1,18,20,29.98
2006,1,1,18,30,30.0
2006,1,1,18,40,30.0
2006,1,1,18,50,30.0
2006,1,1,19,0,30.0
2006,1,1,19,10,30.0
2006,1,1,19,20,30.0
2006,1,1,19,30,30.0
2006,1,1,19,40,30.0
2006,1,1,19,50,29.068
2006,1,1,20,0,30.0
2006,1,1,20,10,30.0
2006,1,1,20,20,30.0
2006,1,1,20,30,30.0
2006,1,1,20,40,29.688000000000002
2006,1,1,20,50,29.673000000000002
2006,1,1,21,0,28.429000000000002
2006,1,1,21,10,30.0
2006,1,1,21,20,27.899
2006,1,1,21,30,29.397
2006,1,1,21,40,29.416999999999998
2006,1,1,21,50,30.0
2006,1,1,22,0,30.0
2006,1,1,22,10,30.0
2006,1,1,22,20,29.182
2006,1,1,22,30,26.331999999999997
2006,1,1,22,40,27.968000000000004
2006,1,1,22,50,28.579
2006,1,1,23,0,29.316999999999997
2006,1,1,23,10,29.093000000000004
2006,1,1,23,20,30.0
2006,1,1,23,30,29.901999999999997
2006,1,1,23,40,30.0
2006,1,1,23,50,30.0
2006,1,2,0,0,29.160999999999998
2006,1,2,0,10,28.756999999999998
2006,1,2,0,20,30.0
2006,1,2,0,30,30.0
2006,1,2,0,40,28.364
2006,1,2,0,50,30.0
2006,1,2,1,0,30.0
2006,1,2,1,10,29.719
2006,1,2,1,20,30.0
2006,1,2,1,30,28.49
2006,1,2,1,40,30.0
2006,1,2,1,50,29.88
2006,1,2,2,0,28.605999999999998
2006,1,2,2,10,30.0
2006,1,2,2,20,30.0
2006,1,2,2,30,27.146
2006,1,2,2,40,28.744
2006,1,2,2,50,29.701
2006,1,2,3,0,30.0
2006,1,2,3,10,30.0
2006,1,2,3,20,30.0
2006,1,2,3,30,30.0
2006,1,2,3,40,30.0
2006,1,2,3,50,30.0
2006,1,2,4,0,28.601
2006,1,2,4,10,30.0
2006,1,2,4,20,29.936999999999998
2006,1,2,4,30,30.0
2006,1,2,4,40,28.98
2006,1,2,4,50,27.999000000000002
2006,1,2,5,0,25.084
2006,1,2,5,10,17.785
2006,1,2,5,20,10.985999999999999
2006,1,2,5,30,9.291
